order_id,order_date,product,country,qty,category,unit_price,revenue
1021,2024-02-21,Gizmo D,Sweden,4,Gadgets,34.9,139.6
1022,2024-02-02,Widget A,UK,3,Widgets,19.9,59.699999999999996
1023,2024-03-14,Widget A,Norway,2,Widgets,19.9,39.8
1024,2024-02-17,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
1025,2024-02-02,Gizmo D,Norway,4,Gadgets,34.9,139.6
1026,2024-01-22,Widget B,Sweden,3,Widgets,29.9,89.69999999999999
1027,2024-02-22,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
1028,2024-02-28,Gadget C,Sweden,2,Gadgets,24.9,49.8
1029,2024-02-06,Widget A,Sweden,4,Widgets,19.9,79.6
1030,2024-02-19,Gizmo D,Denmark,2,Gadgets,34.9,69.8
1031,2024-03-31,Widget A,Denmark,1,Widgets,19.9,19.9
1032,2024-03-09,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
1033,2024-01-14,Widget A,Denmark,5,Widgets,19.9,99.5
1034,2024-02-02,Widget B,Denmark,1,Widgets,29.9,29.9
1035,2024-02-13,Gizmo D,Sweden,2,Gadgets,34.9,69.8
1036,2024-02-18,Accessory E,UK,2,Accessories,9.9,19.8
1037,2024-02-20,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
1038,2024-02-26,Gizmo D,Sweden,4,Gadgets,34.9,139.6
1039,2024-02-14,Widget A,USA,3,Widgets,19.9,59.699999999999996
1040,2024-02-17,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
1041,2024-03-11,Gadget C,USA,1,Gadgets,24.9,24.9
1042,2024-02-23,Widget A,Germany,1,Widgets,19.9,19.9
1043,2024-01-27,Widget B,Sweden,2,Widgets,29.9,59.8
1044,2024-02-19,Widget A,Sweden,4,Widgets,19.9,79.6
1045,2024-02-13,Widget B,Germany,2,Widgets,29.9,59.8
1046,2024-01-17,Widget A,USA,3,Widgets,19.9,59.699999999999996
1047,2024-02-20,Gadget C,Germany,2,Gadgets,24.9,49.8
1048,2024-01-28,Accessory E,UK,2,Accessories,9.9,19.8
1049,2024-03-11,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
1050,2024-02-26,Gadget C,Sweden,3,Gadgets,24.9,74.69999999999999
1051,2024-01-26,Gadget C,USA,3,Gadgets,24.9,74.69999999999999
1052,2024-03-10,Accessory E,UK,1,Accessories,9.9,9.9
1053,2024-03-24,Gadget C,USA,3,Gadgets,24.9,74.69999999999999
1054,2024-02-11,Gadget C,UK,1,Gadgets,24.9,24.9
1055,2024-02-13,Gadget C,Denmark,4,Gadgets,24.9,99.6
1056,2024-03-07,Widget B,Denmark,2,Widgets,29.9,59.8
1057,2024-03-21,Widget A,USA,2,Widgets,19.9,39.8
1058,2024-01-20,Widget B,Germany,4,Widgets,29.9,119.6
1059,2024-01-27,Widget A,Sweden,4,Widgets,19.9,79.6
1060,2024-02-08,Gadget C,Denmark,2,Gadgets,24.9,49.8
1061,2024-02-10,Widget B,Denmark,2,Widgets,29.9,59.8
1062,2024-03-06,Gadget C,Norway,2,Gadgets,24.9,49.8
1063,2024-03-22,Widget A,,2,Widgets,19.9,39.8
1064,2024-03-24,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
1065,2024-01-19,Accessory E,Sweden,4,Accessories,9.9,39.6
1066,2024-02-01,Widget A,UK,4,Widgets,19.9,79.6
1067,2024-01-25,Widget B,Denmark,2,Widgets,29.9,59.8
1068,2024-02-05,Gadget C,UK,5,Gadgets,24.9,124.5
1069,2024-02-01,Widget A,Sweden,4,Widgets,19.9,79.6
1070,2024-02-26,Widget B,USA,3,Widgets,29.9,89.69999999999999
1071,2024-02-29,Widget B,Norway,3,Widgets,29.9,89.69999999999999
1072,2024-02-16,Accessory E,Norway,5,Accessories,9.9,49.5
1073,2024-02-14,Accessory E,UK,5,Accessories,9.9,49.5
1074,2024-02-09,Gadget C,UK,1,Gadgets,24.9,24.9
1075,2024-02-11,Gadget C,Norway,5,Gadgets,24.9,124.5
1076,2024-03-31,Accessory E,USA,3,Accessories,9.9,29.700000000000003
1077,2024-03-04,Accessory E,Denmark,3,Accessories,9.9,29.700000000000003
1078,2024-02-09,Accessory E,USA,3,Accessories,9.9,29.700000000000003
1079,2024-02-14,Widget A,Denmark,2,Widgets,19.9,39.8
1080,2024-02-27,Widget A,Denmark,3,Widgets,19.9,59.699999999999996
1081,2024-01-26,Gizmo D,Denmark,2,Gadgets,34.9,69.8
1082,2024-02-19,Gadget C,Sweden,2,Gadgets,24.9,49.8
1083,2024-03-02,Widget A,Denmark,3,Widgets,19.9,59.699999999999996
1084,2024-02-28,Widget A,Denmark,1,Widgets,19.9,19.9
1085,2024-02-01,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
1086,2024-02-04,Accessory E,Sweden,5,Accessories,9.9,49.5
1087,2024-01-16,Widget B,Norway,3,Widgets,29.9,89.69999999999999
1088,2024-03-05,Accessory E,UK,2,Accessories,9.9,19.8
1089,2024-04-17,Gadget C,Germany,2,Gadgets,24.9,49.8
1090,2024-01-30,Gizmo D,UK,4,Gadgets,34.9,139.6
1091,2024-03-15,Widget B,USA,2,Widgets,29.9,59.8
1092,2024-04-13,Widget A,Germany,1,Widgets,19.9,19.9
1093,2024-02-07,Widget B,USA,2,Widgets,29.9,59.8
1094,2024-02-14,Gadget C,Sweden,5,Gadgets,24.9,124.5
1095,2024-02-22,Gadget C,Norway,5,Gadgets,24.9,124.5
1096,2024-02-27,Widget A,Sweden,5,Widgets,19.9,99.5
1097,2024-02-23,Accessory E,Denmark,4,Accessories,9.9,39.6
1098,2024-02-08,Widget A,UK,3,Widgets,19.9,59.699999999999996
1099,2024-03-02,Widget A,Germany,4,Widgets,19.9,79.6
1100,2024-02-09,Gadget C,Sweden,4,Gadgets,24.9,99.6
1101,2024-02-25,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
1102,2024-02-16,Widget B,Denmark,2,Widgets,29.9,59.8
1103,2024-01-18,Gizmo D,Norway,2,Gadgets,34.9,69.8
1104,2024-03-20,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
1105,2024-02-04,Gadget C,USA,6,Gadgets,24.9,149.39999999999998
1106,2024-03-24,Gizmo D,UK,2,Gadgets,34.9,69.8
1107,2024-03-14,Widget A,Germany,3,Widgets,19.9,59.699999999999996
1108,2024-02-21,Gadget C,Sweden,2,Gadgets,24.9,49.8
1109,2024-02-28,Accessory E,Norway,2,Accessories,9.9,19.8
1110,2024-03-03,Widget A,Denmark,4,Widgets,19.9,79.6
1111,2024-02-12,Widget B,UK,5,Widgets,29.9,149.5
1112,2024-02-13,Accessory E,Sweden,2,Accessories,9.9,19.8
1113,2024-03-01,Widget B,Norway,2,Widgets,29.9,59.8
1114,2024-02-16,Gadget C,USA,2,Gadgets,24.9,49.8
1115,2024-02-08,Accessory E,UK,4,Accessories,9.9,39.6
1116,2024-02-01,Widget A,Germany,2,Widgets,19.9,39.8
1117,2024-02-26,Widget A,Norway,1,Widgets,19.9,19.9
1118,2024-02-04,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
1119,2024-03-08,Accessory E,,4,Accessories,9.9,39.6
1120,2024-03-11,Gadget C,Germany,1,Gadgets,24.9,24.9
1121,2024-02-28,Gadget C,Norway,5,Gadgets,24.9,124.5
1122,2024-03-05,Gizmo D,UK,2,Gadgets,34.9,69.8
1123,2024-02-28,Gizmo D,USA,3,Gadgets,34.9,104.69999999999999
1124,2024-03-07,Widget B,Sweden,1,Widgets,29.9,29.9
1125,2024-03-05,Widget A,Denmark,5,Widgets,19.9,99.5
1126,2024-02-24,Gadget C,Germany,4,Gadgets,24.9,99.6
1127,2024-03-14,Accessory E,USA,3,Accessories,9.9,29.700000000000003
1128,2024-02-13,Accessory E,UK,3,Accessories,9.9,29.700000000000003
1129,2024-02-02,Accessory E,Norway,1,Accessories,9.9,9.9
1130,2024-02-01,Accessory E,Norway,1,Accessories,9.9,9.9
1131,2024-02-10,Gadget C,UK,5,Gadgets,24.9,124.5
1132,2024-01-17,,Germany,2,Widgets,29.9,59.8
1133,2024-02-21,Gizmo D,Norway,5,Gadgets,34.9,174.5
1134,2024-03-03,Gizmo D,Denmark,3,Gadgets,34.9,104.69999999999999
1135,2024-03-10,Gadget C,UK,1,Gadgets,24.9,24.9
1136,2024-01-20,Widget A,Norway,1,Widgets,19.9,19.9
1137,2024-02-02,Accessory E,UK,3,Accessories,9.9,29.700000000000003
1138,2024-03-07,Gadget C,Norway,2,Gadgets,24.9,49.8
1139,2024-02-12,Widget B,UK,3,Widgets,29.9,89.69999999999999
1140,2024-03-02,Gadget C,Germany,2,Gadgets,24.9,49.8
1141,2024-01-25,Gizmo D,Sweden,4,Gadgets,34.9,139.6
1142,2024-03-23,Widget A,Germany,2,Widgets,19.9,39.8
1143,2024-01-24,,UK,3,Gadgets,34.9,104.69999999999999
1144,2024-01-08,Widget B,USA,3,Widgets,29.9,89.69999999999999
1145,2024-02-20,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
1146,2024-02-21,Widget B,Germany,2,Widgets,29.9,59.8
1147,2024-02-06,Gizmo D,Germany,2,Gadgets,34.9,69.8
1148,2024-02-27,Accessory E,,4,Accessories,9.9,39.6
1149,2024-02-28,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
1150,2024-02-25,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
1151,2024-02-06,Widget A,Sweden,4,Widgets,19.9,79.6
1152,2024-02-03,Widget A,Denmark,2,Widgets,19.9,39.8
1153,2024-02-08,Gadget C,Norway,4,Gadgets,24.9,99.6
1154,2024-02-01,,USA,2,Widgets,29.9,59.8
1155,2024-03-16,Gizmo D,Germany,2,Gadgets,34.9,69.8
1156,2024-02-09,Gizmo D,Denmark,3,Gadgets,34.9,104.69999999999999
1157,2024-02-20,Accessory E,UK,2,Accessories,9.9,19.8
1158,2024-03-07,Widget B,Denmark,4,Widgets,29.9,119.6
1159,2024-01-31,Gadget C,Germany,2,Gadgets,24.9,49.8
1160,2024-01-24,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
1161,2024-02-01,Widget A,Sweden,2,Widgets,19.9,39.8
1162,2024-02-22,Gadget C,Norway,2,Gadgets,24.9,49.8
1163,2024-02-20,Widget B,Germany,4,Widgets,29.9,119.6
1164,2024-02-25,,Denmark,5,Widgets,29.9,149.5
1165,2024-02-14,Widget B,Sweden,3,Widgets,29.9,89.69999999999999
1166,2024-01-12,Widget A,Denmark,4,Widgets,19.9,79.6
1167,2024-02-13,Gadget C,Norway,4,Gadgets,24.9,99.6
1168,2024-03-11,Widget B,USA,3,Widgets,29.9,89.69999999999999
1169,2024-03-19,Widget A,Norway,3,Widgets,19.9,59.699999999999996
1170,2024-02-18,Widget B,UK,4,Widgets,29.9,119.6
1171,2024-02-21,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
1172,2024-03-02,Widget B,Germany,2,Widgets,29.9,59.8
1173,2024-03-18,Widget A,Sweden,7,Widgets,19.9,139.29999999999998
1174,2024-02-16,Gadget C,USA,3,Gadgets,24.9,74.69999999999999
1175,2024-03-01,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
1176,2024-02-05,Gadget C,Germany,2,Gadgets,24.9,49.8
1177,2024-01-25,Gizmo D,USA,1,Gadgets,34.9,34.9
1178,2024-02-07,Gadget C,UK,3,Gadgets,24.9,74.69999999999999
1179,2024-03-26,Gadget C,Denmark,3,Gadgets,24.9,74.69999999999999
1180,2024-03-02,Gizmo D,USA,3,Gadgets,34.9,104.69999999999999
1181,2024-01-27,Widget B,Germany,3,Widgets,29.9,89.69999999999999
1182,2024-03-03,Gizmo D,Norway,2,Gadgets,34.9,69.8
1183,2024-01-28,Widget B,Sweden,8,Widgets,29.9,239.2
1184,2024-02-25,Widget B,Sweden,5,Widgets,29.9,149.5
1185,2024-01-30,Gizmo D,Sweden,4,Gadgets,34.9,139.6
1186,2024-01-26,Widget A,UK,5,Widgets,19.9,99.5
1187,2024-04-01,Widget B,Germany,3,Widgets,29.9,89.69999999999999
1188,2024-02-09,Widget A,Norway,3,Widgets,19.9,59.699999999999996
1189,2024-03-01,Widget B,UK,1,Widgets,29.9,29.9
1190,2024-02-17,Widget A,Sweden,6,Widgets,19.9,119.39999999999999
1191,2024-01-29,Gadget C,USA,2,Gadgets,24.9,49.8
1192,2024-02-11,Gizmo D,USA,4,Gadgets,34.9,139.6
1193,2024-01-29,Gizmo D,USA,4,Gadgets,34.9,139.6
1194,2024-04-30,Widget B,UK,2,Widgets,29.9,59.8
1195,2024-03-06,Accessory E,Norway,1,Accessories,9.9,9.9
1196,2024-02-17,Gadget C,Denmark,2,Gadgets,24.9,49.8
1197,2024-02-29,Widget B,Norway,1,Widgets,29.9,29.9
1198,2024-03-04,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
1199,2024-03-04,Gizmo D,Germany,1,Gadgets,34.9,34.9
1200,2024-03-03,Gizmo D,Norway,1,Gadgets,34.9,34.9
1201,2024-03-01,Widget A,USA,4,Widgets,19.9,79.6
1202,2024-02-18,Gadget C,USA,3,Gadgets,24.9,74.69999999999999
1203,2024-03-29,Accessory E,Sweden,3,Accessories,9.9,29.700000000000003
1204,2024-02-20,,Denmark,3,Gadgets,24.9,74.69999999999999
1205,2024-02-17,Gizmo D,Denmark,4,Gadgets,34.9,139.6
1206,2024-02-20,Gadget C,,2,Gadgets,24.9,49.8
1207,2024-02-22,Gizmo D,Germany,3,Gadgets,34.9,104.69999999999999
1208,2024-01-20,Widget B,Sweden,1,Widgets,29.9,29.9
1209,2024-01-31,Gadget C,Denmark,1,Gadgets,24.9,24.9
1210,2024-02-14,Widget A,Sweden,6,Widgets,19.9,119.39999999999999
1211,2024-01-20,Gizmo D,USA,3,Gadgets,34.9,104.69999999999999
1212,2024-02-17,Gizmo D,Norway,2,Gadgets,34.9,69.8
1213,2024-02-21,Widget A,Norway,2,Widgets,19.9,39.8
1214,2024-01-25,,UK,1,Gadgets,34.9,34.9
1215,2024-02-04,Widget B,UK,3,Widgets,29.9,89.69999999999999
1216,2024-03-21,Widget A,UK,2,Widgets,19.9,39.8
1217,2024-02-29,Widget B,Denmark,2,Widgets,29.9,59.8
1218,2024-02-28,Widget A,Germany,5,Widgets,19.9,99.5
1219,2024-03-16,Widget B,,3,Widgets,29.9,89.69999999999999
1220,2024-02-01,Widget B,Norway,2,Widgets,29.9,59.8
1221,2024-01-25,Gizmo D,Germany,2,Gadgets,34.9,69.8
1222,2024-03-12,Gizmo D,Norway,2,Gadgets,34.9,69.8
1223,2024-02-15,Gadget C,Sweden,4,Gadgets,24.9,99.6
1224,2024-01-31,Widget A,USA,4,Widgets,19.9,79.6
1225,2024-04-17,Accessory E,Sweden,1,Accessories,9.9,9.9
1226,2024-01-20,Gizmo D,USA,3,Gadgets,34.9,104.69999999999999
1227,2024-02-20,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
1228,2024-02-12,Gizmo D,Sweden,2,Gadgets,34.9,69.8
1229,2024-02-09,Widget A,Germany,2,Widgets,19.9,39.8
1230,2024-01-14,Gadget C,UK,1,Gadgets,24.9,24.9
1231,2024-03-29,Gadget C,Denmark,1,Gadgets,24.9,24.9
1232,2024-01-23,Widget B,UK,3,Widgets,29.9,89.69999999999999
1233,2024-02-11,Accessory E,Norway,4,Accessories,9.9,39.6
1234,2024-02-07,Widget B,USA,2,Widgets,29.9,59.8
1235,2024-03-01,Widget A,Norway,3,Widgets,19.9,59.699999999999996
1236,2024-01-20,Accessory E,UK,3,Accessories,9.9,29.700000000000003
1237,2024-02-27,Accessory E,Sweden,3,Accessories,9.9,29.700000000000003
1238,2024-02-20,Gizmo D,UK,2,Gadgets,34.9,69.8
1239,2024-02-03,Gadget C,Germany,4,Gadgets,24.9,99.6
1240,2024-02-26,Widget A,Norway,1,Widgets,19.9,19.9
1241,2024-02-17,Gizmo D,USA,4,Gadgets,34.9,139.6
1242,2024-04-07,Widget A,Norway,3,Widgets,19.9,59.699999999999996
1243,2024-02-12,Widget A,Norway,2,Widgets,19.9,39.8
1244,2024-01-29,Gadget C,UK,2,Gadgets,24.9,49.8
1245,2024-02-27,Widget A,Norway,3,Widgets,19.9,59.699999999999996
1246,2024-02-10,Widget A,Norway,2,Widgets,19.9,39.8
1247,2024-02-16,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
1248,2024-01-25,Widget A,UK,4,Widgets,19.9,79.6
1249,2024-03-01,Widget A,Norway,2,Widgets,19.9,39.8
1250,2024-02-07,Widget A,Denmark,3,Widgets,19.9,59.699999999999996
1251,2024-02-22,Widget A,Germany,4,Widgets,19.9,79.6
1252,2024-04-18,Gizmo D,UK,4,Gadgets,34.9,139.6
1253,2024-02-11,Gizmo D,USA,5,Gadgets,34.9,174.5
1254,2024-03-05,Gadget C,UK,2,Gadgets,24.9,49.8
1255,2024-02-12,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
1256,2024-02-03,Widget A,Denmark,4,Widgets,19.9,79.6
1257,2024-03-22,Widget A,Norway,2,Widgets,19.9,39.8
1258,2024-01-17,Widget B,Germany,1,Widgets,29.9,29.9
1259,2024-03-12,Gadget C,USA,1,Gadgets,24.9,24.9
1260,2024-01-16,Gizmo D,Germany,1,Gadgets,34.9,34.9
1261,2024-03-09,Gadget C,Norway,1,Gadgets,24.9,24.9
1262,2024-02-16,Widget B,Denmark,5,Widgets,29.9,149.5
1263,2024-01-29,Widget A,Germany,2,Widgets,19.9,39.8
1264,2024-02-08,Gizmo D,Germany  ,3,Gadgets,34.9,104.69999999999999
1265,2024-03-04,Widget B,Germany,1,Widgets,29.9,29.9
1266,2024-04-13,Gizmo D,Germany,4,Gadgets,34.9,139.6
1267,2024-01-21,Gadget C,,1,Gadgets,24.9,24.9
1268,2024-01-30,Gizmo D,USA,2,Gadgets,34.9,69.8
1269,2024-01-24,Accessory E,Germany,1,Accessories,9.9,9.9
1270,2024-02-12,Accessory E,Norway,1,Accessories,9.9,9.9
1271,2024-03-10,Gadget C,Sweden,2,Gadgets,24.9,49.8
1272,2024-01-22,Gadget C,USA,4,Gadgets,24.9,99.6
1273,2024-02-16,Widget B,UK,1,Widgets,29.9,29.9
1274,2024-03-09,Accessory E,Sweden,2,Accessories,9.9,19.8
1275,2024-02-08,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
1276,2024-01-10,Widget A,Norway,7,Widgets,19.9,139.29999999999998
1277,2024-02-21,Widget B,Sweden,3,Widgets,29.9,89.69999999999999
1278,2024-03-19,Widget A,Germany,3,Widgets,19.9,59.699999999999996
1279,2024-01-28,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
1280,2024-01-18,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
1281,2024-02-23,Widget B,Germany,3,Widgets,29.9,89.69999999999999
1282,2024-02-24,,Norway,5,Widgets,19.9,99.5
1283,2024-02-06,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
1284,2024-02-03,Gizmo D,Sweden,2,Gadgets,34.9,69.8
1285,2024-02-17,,Norway,2,Gadgets,34.9,69.8
1286,2024-01-27,,Norway,4,Widgets,29.9,119.6
1287,2024-01-27,Gizmo D,Germany,2,Gadgets,34.9,69.8
1288,2024-03-03,Gadget C,UK,4,Gadgets,24.9,99.6
1289,2024-01-26,Widget A,UK,4,Widgets,19.9,79.6
1290,2024-01-19,Widget A,UK,2,Widgets,19.9,39.8
1291,2024-02-03,Widget B,Germany,1,Widgets,29.9,29.9
1292,2024-02-07,Widget A,Germany,3,Widgets,19.9,59.699999999999996
1293,2024-02-27,Accessory E,Sweden,4,Accessories,9.9,39.6
1294,2024-02-04,Widget A,USA,1,Widgets,19.9,19.9
1295,2024-03-25,Widget B,Norway,3,Widgets,29.9,89.69999999999999
1296,2024-02-18,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
1297,2024-02-01,Widget B,Sweden,5,Widgets,29.9,149.5
1298,2024-02-26,Gadget C,USA,1,Gadgets,24.9,24.9
1299,2024-03-24,Widget A,USA,3,Widgets,19.9,59.699999999999996
1300,2024-03-03,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
1301,2024-01-22,Widget B,Germany,3,Widgets,29.9,89.69999999999999
1302,2024-02-08,Gadget C,Denmark,3,Gadgets,24.9,74.69999999999999
1303,2024-02-22,Gizmo D,USA,2,Gadgets,34.9,69.8
1304,2024-03-02,Accessory E,Germany,1,Accessories,9.9,9.9
1305,2024-02-12,Gizmo D,USA,2,Gadgets,34.9,69.8
1306,2024-02-10,Gadget C,Sweden,3,Gadgets,24.9,74.69999999999999
1307,2024-04-07,Widget B,Sweden,1,Widgets,29.9,29.9
1308,2024-03-03,Gadget C,UK,2,Gadgets,24.9,49.8
1309,2024-02-26,Gizmo D,Norway,4,Gadgets,34.9,139.6
1310,2024-02-05,Accessory E,USA,3,Accessories,9.9,29.700000000000003
1311,2024-01-27,Widget A,Denmark,2,Widgets,19.9,39.8
1312,2024-02-26,Widget B,USA,3,Widgets,29.9,89.69999999999999
1313,2024-03-06,Gizmo D,Sweden,1,Gadgets,34.9,34.9
1314,2024-02-16,Widget B,Germany,6,Widgets,29.9,179.39999999999998
1315,2024-03-03,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
1316,2024-03-04,Widget B,Germany,2,Widgets,29.9,59.8
1317,2024-03-08,Gadget C,Denmark,3,Gadgets,24.9,74.69999999999999
1318,2024-01-21,Accessory E,USA,2,Accessories,9.9,19.8
1319,2024-02-09,,Germany,4,Gadgets,24.9,99.6
1320,2024-02-28,Widget A,Sweden,6,Widgets,19.9,119.39999999999999
1321,2024-02-17,Widget A,USA,6,Widgets,19.9,119.39999999999999
1322,2024-03-04,Widget A,Sweden,6,Widgets,19.9,119.39999999999999
1323,2024-02-26,Gadget C,Sweden,2,Gadgets,24.9,49.8
1324,2024-01-14,Gadget C,Norway,6,Gadgets,24.9,149.39999999999998
1325,2024-03-15,Widget A,UK,3,Widgets,19.9,59.699999999999996
1326,2024-02-07,Gizmo D,Sweden,4,Gadgets,34.9,139.6
1327,2024-01-31,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
1328,2024-03-14,Widget B,USA,3,Widgets,29.9,89.69999999999999
1329,2024-03-02,Widget B,UK,2,Widgets,29.9,59.8
1330,2024-03-19,Accessory E,Norway,2,Accessories,9.9,19.8
1331,2024-02-22,Widget B,UK,3,Widgets,29.9,89.69999999999999
1332,2024-02-09,Gizmo D,USA,1,Gadgets,34.9,34.9
1333,2024-02-19,Gadget C,Norway,7,Gadgets,24.9,174.29999999999998
1334,2024-01-28,Gizmo D,UK,5,Gadgets,34.9,174.5
1335,2024-01-24,Gizmo D,Denmark,1,Gadgets,34.9,34.9
1336,2024-02-04,Gadget C,Germany,2,Gadgets,24.9,49.8
1337,2024-03-29,Accessory E,Denmark,1,Accessories,9.9,9.9
1338,2024-02-06,Accessory E,Germany,1,Accessories,9.9,9.9
1339,2024-01-19,Gadget C,Norway,4,Gadgets,24.9,99.6
1340,2024-02-13,Widget A,UK,5,Widgets,19.9,99.5
1341,2024-02-05,Widget B,Norway,4,Widgets,29.9,119.6
1342,2024-03-16,Gizmo D,Denmark,1,Gadgets,34.9,34.9
1343,2024-03-26,Gadget C,Norway,2,Gadgets,24.9,49.8
1344,2024-02-08,Widget A,UK,2,Widgets,19.9,39.8
1345,2024-02-22,Widget A,,3,Widgets,19.9,59.699999999999996
1346,2024-02-24,Gizmo D,Denmark,5,Gadgets,34.9,174.5
1347,2024-02-15,Widget B,Sweden,1,Widgets,29.9,29.9
1348,2024-02-11,Gadget C,UK,2,Gadgets,24.9,49.8
1349,2024-01-30,Gizmo D,Denmark,2,Gadgets,34.9,69.8
1350,2024-01-18,Gadget C,UK,2,Gadgets,24.9,49.8
1351,2024-01-30,Widget A,Norway,1,Widgets,19.9,19.9
1352,2024-02-14,Widget A,Norway,5,Widgets,19.9,99.5
1353,2024-01-22,Widget A,Germany,4,Widgets,19.9,79.6
1354,2024-02-21,Widget B,USA,3,Widgets,29.9,89.69999999999999
1355,2024-02-18,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
1356,2024-02-05,Gadget C,Norway,4,Gadgets,24.9,99.6
1357,2024-02-11,Widget A,Norway,3,Widgets,19.9,59.699999999999996
1358,2024-01-24,Widget A,Germany,3,Widgets,19.9,59.699999999999996
1359,2024-03-07,Widget A,Sweden,6,Widgets,19.9,119.39999999999999
1360,2024-03-07,Accessory E,UK,3,Accessories,9.9,29.700000000000003
1361,2024-01-26,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
1362,2024-01-27,Accessory E,Norway,4,Accessories,9.9,39.6
1363,2024-01-30,Gizmo D,Sweden,2,Gadgets,34.9,69.8
1364,2024-02-29,Gadget C,Germany,2,Gadgets,24.9,49.8
1365,2024-02-24,Gizmo D,Germany,4,Gadgets,34.9,139.6
1366,2024-03-14,Widget A,Norway,1,Widgets,19.9,19.9
1367,2024-03-17,,USA,2,Gadgets,34.9,69.8
1368,2024-01-21,Widget B,Sweden,5,Widgets,29.9,149.5
1369,2024-02-28,Gizmo D,Germany,4,Gadgets,34.9,139.6
1370,2024-03-16,Widget A,Denmark,3,Widgets,19.9,59.699999999999996
1371,2024-02-09,Gizmo D,Norway,5,Gadgets,34.9,174.5
1372,2024-02-16,Widget A,UK,3,Widgets,19.9,59.699999999999996
1373,2024-02-13,Accessory E,UK,2,Accessories,9.9,19.8
1374,2024-02-13,Widget B,Sweden,3,Widgets,29.9,89.69999999999999
1375,2024-03-07,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
1376,2024-04-05,Gadget C,Sweden,2,Gadgets,24.9,49.8
1377,2024-03-24,Widget B,Germany,7,Widgets,29.9,209.29999999999998
1378,2024-02-06,Gadget C,Sweden,3,Gadgets,24.9,74.69999999999999
1379,2024-02-22,Accessory E,UK,5,Accessories,9.9,49.5
1380,2024-02-01,Widget A,Norway,4,Widgets,19.9,79.6
1381,2024-02-03,Accessory E,Norway,5,Accessories,9.9,49.5
1382,2024-02-15,Gadget C,Sweden,2,Gadgets,24.9,49.8
1383,2024-02-02,Gizmo D,Norway,5,Gadgets,34.9,174.5
1384,2024-02-05,Widget B,Denmark,2,Widgets,29.9,59.8
1385,2024-02-22,Gadget C,Norway,2,Gadgets,24.9,49.8
1386,2024-02-28,Accessory E,UK,1,Accessories,9.9,9.9
1387,2024-02-27,Widget B,Norway,2,Widgets,29.9,59.8
1388,2024-02-27,Gadget C,Germany,4,Gadgets,24.9,99.6
1389,2024-01-25,Widget A,Germany,1,Widgets,19.9,19.9
1390,2024-02-02,Widget A,USA,4,Widgets,19.9,79.6
1391,2024-02-17,Gadget C,USA,1,Gadgets,24.9,24.9
1392,2024-03-14,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
1393,2024-04-28,Gadget C,UK,4,Gadgets,24.9,99.6
1394,2024-02-23,Widget A,Sweden,6,Widgets,19.9,119.39999999999999
1395,2024-03-05,Widget B,UK,3,Widgets,29.9,89.69999999999999
1396,2024-01-24,Widget B,USA,2,Widgets,29.9,59.8
1397,2024-03-04,Gadget C,Norway,6,Gadgets,24.9,149.39999999999998
1398,2024-04-14,Accessory E,Denmark,2,Accessories,9.9,19.8
1399,2024-02-01,Gizmo D,Norway,6,Gadgets,34.9,209.39999999999998
1400,2024-02-05,Widget A,Germany,4,Widgets,19.9,79.6
1401,2024-03-08,Accessory E,,1,Accessories,9.9,9.9
1402,2024-02-17,Gadget C,Germany,1,Gadgets,24.9,24.9
1403,2024-01-17,Gizmo D,Germany,3,Gadgets,34.9,104.69999999999999
1404,2024-02-06,Widget A,USA,4,Widgets,19.9,79.6
